label,active,error_count,url,selector,type,hash
"Migros Jobs",yes,0,https://migros-gruppe.jobs/de/unsere-unternehmen/migros-gruppe/offene-stellen?q=product&type=job,body,static,f7e6bf86dc0dec117178c93c26c7a21972c10f06829ab8e579a763c968feaa99
